Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,hourly,monthly,min_salary
"Franklin Templeton Investments
3.8","Fidelity Investments, Vanguard",1947,"San Mateo, CA",Investment Banking & Asset Management,"Senior Data Scientist - Mathematical Finance-832962

At Franklin Templeton Investments, we are dedicated to delivering strong results and exceptional service to clients, team members and business partners. Over 9,000 employees working in 60 offices around the world are dedicated to servicing investment solutions for our clients in more than 150 countries. For over 65 years, our success has been a direct result of the talent, skills and persistence of our people, and we are looking for qualified candidates to join our team.

What is the Senior Data Scientist – Mathematical Finance – Client Analytics group responsible for?

Works individually in support of a Fintech (Wealth Management) initiative.

Designs, develops and programs methods, processes, and systems to consolidate and analyze structured or unstructured, diverse “big data” sources to generate actionable insights and solutions for on-going research and product enhancement.

Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources.

What are the ongoing responsibilities of an Senior Data Scientist – Mathematical Finance?

Mathematical Modelling:
Demonstrates Expertise in advanced mathematics, especially mathematical finance
Demonstrates a good grasp of probability distributions and stochastic calculus
Designs and validates mathematical models to find interlinkages and applications of academic models within a business context
Works on mathematical optimization modules similar to Traveling salesman problems under multivariate constraints. Familiarity with Lagrangian multivariate optimization problems a plus
Analyzes and interprets the results of research experiments through statistical models Solves analytical problems utilizing large structured, semi-structured and un-structured data in a distributed processing environment

Data Analysis:
Collects data from disparate systems, analyzes and delivers the data as intelligence that is actionable
Uses distributed and parallel processing frameworks like Spark for the analysis
Statistical Analysis (Data Mining and Advanced Analytical Techniques)
Develops predictive, statistical, behavioral, or other models using supervised and un-supervised machine learning / statistical modeling techniques
Performs ad hoc statistical and data mining analyses
Training, Research and Development

What ideal qualifications, skills & experience would help someone to be Successful?

Master’s degree in Mathematical Finance / Quantitative Finance / Financial Engineering from Tier-1 or Tier -2 Institutes highly preferred
Ph.D in Mathematics, Statistics, Econometrics, Engineering or related disciplines, from Tier-1 or Tier -2 Institutes. (Mandatory)
4-6 years of experience in data science.
Certifications in Financial Mathematics or related subjects from institutes such as IIQF, IFMR, TIFR etc would be highly valued.

Experience:
4-6 years of experience in data science
Understanding and prior experience with financial markets (Mandatory)
Knowledge of and Experience with Stochastic calculus, Simulations, Linear Algebra, statistical modeling, Time series analysis (especially state space models) (Mandatory)
Knowledge and experience of key machine learning and deep learning framework, e.g. Keras, TensorFlow
Hands on Experience in Python (Mandatory)
Proven Experience in Statistical and Mathematical modelling
Experience in SQL

Other Skills:
Proven ability to take initiative and work under pressure in a changing/growing environment
Should be self-driven and be able to work in an unstructured environment
Proven ability to work with ambiguous (not well defined) challenges
Excellent written and verbal communication skills
Displays curiosity to learn and learns independently
Ability to translate business challenges into analytical problems
Able to cultivate interpersonal customer and co-worker relationships
Ability to articulate and explain statistical / machine learning techniques to business partners
Ability to work individually or as a team as task requires
What makes Franklin Templeton Investments unique?
In addition to the dynamic and professional environment at Franklin Templeton, we strive to ensure that our employees have access to a competitive and valuable set of Total Rewards—the mix of both monetary and non-monetary rewards provided to you in recognition for your time, talents, efforts, and results.

Highlights of our benefits include:
Professional development growth opportunities through in-house classes and over 150 Web-based training courses
An educational assistance program to financially help employees seeking continuing education
Medical, Life, and Personal Accident Insurance benefit for employees. Medical insurance also covers employee’s dependents (spouses, children and dependent parents)
Life Insurance for protection of employees families
Personal accident insurance for protection of employees and their families
Personal loan assistance
Employee Stock Investment Plan (ESIP)
Onsite fitness center, recreation center, and cafeteria
Cricket grounds and gymnasium
Library
Health Center with doctor availability
Tuition Assistance Program
HDFC ATM on the campus
Franklin Templeton Investments is an Equal Opportunity Employer. We invite you to visit us at http://www.franklintempletoncareers.com/ to learn more about our company and our career opportunities.

JOB FUNCTION: Data Science and Analytics

PRIMARY LOCATION: India-Andhra Pradesh-Hyderabad

SCHEDULE: Full-time

JOB POSTING DATE: May 14, 2020, 6:04:02 AM",Senior Data Scientist - Mathematical Finance,Andhra Pradesh,3.8,₹500+ billion (INR), 1185498,Finance,5001 to 10000 employees,Company - Public,0,0, 1185498
"ARi
3.3",-1,2006,"East Peoria, IL",Architectural & Engineering Services,"JOB DETAILS
Job Name:Data Analyst
Required skills:Big Data,Python
Experience:2 - 10 Years
Location:Chennai

Job Description:
JOB DESCRIPTION
Use statistical analysis, machine learning, pattern recognition, and data visualization along with domain knowledge and subject-specific
models to solve science, engineering, and commercial problems
Solve challenging data science problems by developing novel and/or adapting existing computational methods
Debugging and performance tweaking in Python
Taking ownership over parts of an application and collaborating on global issues Understand and enjoy working in a micro services based architecture
REQUIRED SKILLS
Python, Hands-on experience in PostgreSQL, SQL Server, Oracle, RESTFul, GIT, API, JSON, Statistical Analysis, Machine Learning, Pattern Recognition,
Data Visualization, Numpy, Pandas, Scipy, Matplotlib, Soup, Scrapy, Teradata, NoSQL, Redis, Elastic Search, Mongo, Django, Flask, Pyramid, SVN, Mercurial,
Linear Algebra and Optimization

DESIRED SKILLS
Hypothesis Testing, Monte Carlo Simulation, Clustering",Data Analyst,Chennai,3.3,₹500 million to ₹1 billion (INR), 425043,Business Services,501 to 1000 employees,Company - Private,0,0, 425043
"SpringML
4.4",-1,2015,"Pleasanton, CA",Enterprise Software & Network Solutions,"About SpringML

At SpringML, we are all about empowering the doers in companies to make smarter decisions with their data. Our predictive analytics products and solutions apply machine learning to todays most pressing business problems so customers get insights they can trust to drive business growth.

We are a tight-knit, friendly team of passionate and driven people who are dedicated to learning, get excited to solve tough problems and like seeing results, fast. Our core values include putting our customers first, empathy and transparency, and innovation. We are a team with a focus on individual responsibility, rapid personal growth, and execution. If you share similar traits, we want you on our team.

Whats the opportunity?

SpringML is looking to hire a topnotch Data Engineer who is passionate about working with data and using the latest distributed framework to process large datasets.

As a Data Engineer, your primary role will be to design and build data pipelines. You will be focused on helping client projects on data integration, data prep and implementing machine learning on datasets. In this role, you will work on some of the latest technologies, collaborate with partners on early win, consultative approach with clients, interact daily with executive leadership, and help build a great company.

Required Skills:
4-7 years Python or Java programming
4+ years of hands-on experience of Java / J2EE or REST Services / Spring-boot / Application servers
3+ years of Unix/Linux experience
Qualification Required
· Bachelors in Computer Science (or equivalent)
· Google Cloud Data Engineer Certification is preferred.
Responsibilities
· Ability to work on any product on the Google cloud platform.
· Must be hands-on and be able to write code as required
· Flexibility to work on newer product areas.
· Ability to lead junior engineers.
· Ability to interact directly with end customers.
· Architect and design solutions.
· Conduct code reviews.
Powered by JazzHR",Data Engineer,Hyderabad,4.4,Unknown / Non-Applicable,1493000 - 1621000,Information Technology,1 to 50 employees,Company - Private,0,0,1493000 
"Grid Logic Software Private Limited
4.7",-1,2010,"Gurgaon, India",IT Services,"We are looking for a Machine Learning (ML) Engineer to help us improve the current products. Your ultimate goal will be to shape and build efficient self-learning applications.

Key Responsibilities:
Identify key variables, parameters and elements defining a problem or its solution.
Research and develop innovative, scalable and dynamic solutions to hard problems
Select appropriate data sets and data representation models
Run machine learning tests and experiments
Perform statistical analysis and fine tuning using test results
Scale the machine learning infrastructure for speed and performance
Keep abreast of developments in the field

Knowledge, Skills & Experience:
4+ years of Experience with Machine Learning or similar role
Ability to come up with the best model that would solve the problem at hand and develop and tune that model
Can apply probability models and machine learning approaches to solving complex problems
Strong coding skills with ability to write high performance code in Java/Python/R
Have experience using machine learning libraries or platforms
Strong understanding of data structures, data modelling and software architecture
Experience building scalable, sound architectures and reliable, high performance back-end services that work amazingly well in the complex real world as well as stand the test of time.
Deep knowledge on mathematics, statistics and data analysis Outstanding analytical and problem solving skills",Machine Learning Engineer,Hyderabad,4.7,Unknown / Non-Applicable,670000 - 724000,Information Technology,501 to 1000 employees,Company - Private,0,0,670000 
"Innoplexus
4.1","Palantir Technologies, Mu Sigma, IQVIA",2011,"Frankfurt am Main, Germany",Consulting,"Job Location – Pune – India
Required experience – 3-5 Years with M.Sc. or 2-4 Years with PhD of academic/Industrial

Innoplexus offers Data as a Service and Continuous Analytics as a Service product, leveraging Artificial Intelligence and advanced analytics to help reduce the time to market, significantly.

Our products leverage proprietary algorithms and patent pending technologies to help global Life sciences & Financial services organizations with access to relevant data, real time intelligence & intuitive insights, across the life cycle of the products.

We automate the collection, curation, aggregation, analysis & visualization, of billions of data points from thousands of data sources, using domain-specific language processing, ontologies, computer vision, machine learning, network analysis and more.

You are the right person in our team if you can:
Understand Biological data, molecular biology, computational biology, proteomics and genomics data
Should have a very fair understanding of Adverse Events and Toxicity
Application of Machine Learning or Deep Learning experience in biological data
Sound understanding of uses of NLP in biological data
Hands on experience of Applied Statistics in Life Science data
Understand R, Python, Weka, Spark and latest technologies in data sciences
Knowledge of Proteins, Drugs, Clinical trials and Literatures databases is required

We need you to have:
BTech or MSc or M Pharma or PhD in Biotechnology/Bioinformatics/Cheminformatics/Pharmacoinformatics/Pharmacy

To excel in this job, you must bring 3-5 Years with M.Sc. or 2-4 Years with PhD of academic/Industrial with experience in:

Good presentation and communication skills
Strong leadership qualities. Ready to own the work
Experience in CRO or Pharma is desirable
Working experience on Adverse Events and Toxicity module
Good analytical and reasoning skills
Track record of managing small team is an advantage
Understanding of Biological data and databases is a plus
Knowledge of databases like Proteins, Drugs and Literatures databases is desirable
Research paper publications in good journals

Innoplexus believes in the power of collaboration and teamwork. You will work and grow alongside creative thinkers to turn great ideas into reality. We will help you develop your skills with training courses and knowledge sharing.",Bioinformatic (Data Scientist) -Variant analyst,Pune,4.1,₹100 to ₹500 million (INR), 1137809,Business Services,201 to 500 employees,Company - Private,0,0, 1137809
"Careerera
4.0",-1,-1,"Wayland, MA",Education Training Services,"Experience 2- 4 Years
Salary 4 LPA - 6 LPA
Job Location Chennai

Industry:
IT-Software / Software Services

Keywords:
Artificial Intelligence

About Job:
Must have Excellent knowledge in AI / Machine learning (Mandatory).
Machine learning frameworks like keras, tensor flow etc.
And also other big data tools like Hadoop etc, Must know R and python.
Good understanding in SDLC & Business cycle.",Artificial Intelligence Scientists,Chennai,4.0,Unknown / Non-Applicable,32000 - 35000,Education,501 to 1000 employees,Company - Private,0,0,32000 
"Bioclinica
3.5","PPD, DATATRAK International",1990,"Princeton, NJ",Biotech & Pharmaceuticals,"Essential Duties and Responsibilities:

As a Team Lead:
Supervision and coordination of following activities:
Lead and manage the projects
Supervise all project related activities.
Communicate between the Project Manager and the team.
Record, maintain and track the metrics for both team members and project performance.
Review and evaluate AE case information to determine required action based on and following internal policies and procedures.
Process current incoming cases in order to meet timelines.
Provide guidance for Data entry.
Following up with sites regarding outstanding queries.
Follow-up on reconciliation discrepancies.
Follow departmental AE workflow procedures.
Train and mentor new team members as per requirements of the project.
Delegate tasks and responsibilities to appropriate personnel
Identify and resolve issues and conflicts within the project team
Act as guide, coach and counselor for the team

Other responsibilities:
Following up with sites regarding outstanding queries and reconciliation of discrepancies
Closure and deletion of cases
Follow departmental AE workflow procedures
Oversee, mentor and guide the activities of the Drug Safety and Senior Drug Safety Associates
High level of proficiency at all workflow tasks
Perform any other drug safety related activities as assigned
Years of Experience: 3 to 4 Years of industry related experience

Education: MBBS / MD or B pharm / M pharm / MBA

Experience: More than 3 years of experience in Pharmacovigilance /Pharmaceutical / Clinical research professional.

Specialized Knowledge and Skills:
Subject Matter Expertise in Safety database
Must have good presentation skills and the ability to give presentations.
Knowledge of the Life Sciences Industry a plus.
Experience in entire drug development life cycle.
Relevant product and industry knowledge
Experience with relevant safety databases and software applications

Communication skills:
Requires a proactive approach and excellent written/oral communication and interpersonal skills.
Strong interpersonal skills required to interact with clients, management, and peers effectively.
Effective cross-department communication.
Ability to document and communicate problem/resolution and information/action plans.

Technical Skills:
Person should be familiar with MS Office tools/Data base and other applicable software.
Ability to educate/ train the team members as needed.
Maintaining Pharmacovigilance systems including global safety database.

Other Skills:

The ability to contribute to a team environment with a high degree of professionalism and skill. Demonstrated flexibility within a dynamic, fast-paced, cross-functional team. Demonstrated ability to complete multiple tasks concurrently and deliver results in a fast-paced environment. Ability to perform under stringent timelines.

Compliance:

Awareness of organizational policies & procedures governing his/her job responsibilities. Awareness and compliance of QMS & ISMS policies & procedures and their impact at his/her job level. Should understand escalation matrix and escalate to the next level whenever incidents happen which are not in compliance with organizational, QMS & ISMS policies and procedures.

Working Conditions: Normal office environment.

Hours:

Standard Hours 40 hours per week, one hour lunch, Monday – Friday. Additional hours as needed.

Willing to work in shifts as and when needed",Drug Safety Scientist,Mysore,3.5,Unknown / Non-Applicable, 490964,Biotech & Pharmaceuticals,1001 to 5000 employees,Company - Private,0,0, 490964
"kyte Tech Consulting LLP
3.3",-1,2015,"Ahmedabad, India",Enterprise Software & Network Solutions,"Position Summary:
The Data Analyst is responsible for supporting activities associated with reporting and quality assurance of data in the technology development, implementation, and operational analysis. The data analyst will work to support a wide range of projects and requirements including report processing, data analysis, quality checking the data through generation of various reports, and working with customers to rectify data discrepancies and missing data in the operational processes. The data analyst must be able to use their analytical skillset to help prioritize development requirements with the highest value. The candidate will serve as the business mediator to the tech development team for all report related issues and enhancements. The Data Analyst will deliver business cases to schedule and develop reports using inputs from all functional areas of the company such as finance, operations, clinical, pharmacy services, etc.

Roles and Responsibilities:
Use data from company’s enterprise system to develop reports
Process information and data files to create invoices
Use BI tools and resources to Interpret data, analyze results using statistical techniques
Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
Acquiring data from primary or secondary data sources and maintaining databases
Provide support with management and maintenance of master data in the enterprise systems
Validate and Quality check sources of data, information, files, and consolidate them to create consistent reports
Develop, design, and maintain dashboards and reports for business owners in various functional areas such as Finance, Operations, Sales, etc.
Work closely with the technical team in extraction and development of data management tools and data to crate business/user friendly metrics, KPIs, and reports that can allow business owners to make decisions.
Produce actionable reporting products.

Technical Skills:
Proven work experience as a data analyst
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Knowledge and experience to use statistical packages for analyzing datasets (Excel etc.)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Expertise at resolving queries, report writing and present findings
Must have proficiency with MS Office and advance excel, internet and web-based applications
Strong writing skills for technical and business writing in ENGLISH

Specialized Skills:
Should be able to communicate effectively and confidently with business partners, project team members and senior management
Excellent verbal, written communication with the ability to develop and present information in various formats
Candidate should have ability to prioritize work, meet deadlines and work independently. Additionally, should be proactive to handle multiple projects and activities in a timely manner
Detailed experience in data management and reporting tools and applications
Excellent verbal and written communication in English
Ability to work with US, UK, and Canada based business owners in a professional business conducive communication style

Professional Experience:
0-3 years’ experience

Qualification:
Bachelor’s degree in any Analytics, Data, Business Intelligence or equivalent course.

Perks:
Monday to Friday – 5 Days work schedule
Health insurance benefits
Accidental and disability insurance benefits
Opportunity to grow and promote from within
Staff development activities

Do not apply if:
Unwilling to work in Night Shift. Must have proven experience in working with US based clients in the Night Shift
Not able to work on Advanced Excel
Not fluent in speaking, reading, writing English as this position requires fluent English language-based communication.",Data Analyst,Ahmedabad,3.3,Unknown / Non-Applicable,488000 - 529000,Information Technology,51 to 200 employees,Company - Private,0,0,488000 
"ServiceNow
3.7","BMC Software, CA Technologies, Salesforce",2004,"Santa Clara, CA",Enterprise Software & Network Solutions,"ServiceNow is changing the way people work. With a service-orientation toward the activities, tasks and processes that make up day-to-day work life, we help the modern enterprise operate faster and be more scalable than ever before.

We’re disruptive. We work hard but try not to take ourselves too seriously. We are highly adaptable and constantly evolving. We are passionate about our product, and we live for our customers. We have high expectations and a career at ServiceNow means challenging yourself to always be better.

ServiceNow is currently seeking a world class data-engineer to join our Analytics team in Hyderabad. The candidate should be a self-starter working cross functionally with Operations, business & IT stakeholders to fulfill ServiceNow’s data, reporting & analytics needs.

This individual will take responsibility for performing translating business requirements through data analysis & creating scalable data models to support business need. The candidate is expected to be proficient in applying industry best practices for optimal design & development of data warehouse objects. This individual will also partner closely with the onsite Global Business Intelligence Team to adhere to enterprise standards, policies & processes.

A solid background in business intelligence methodologies and prior documented experience with SAP HANA and various databases like SQL Server, Snowflake, MongoDB etc. in a development role is required.

What you get to do in this role:
Collaborate with Head Quarters Analytics team to understand business requirements and design appropriate data solutions to meet business need
Leverage prior experience and industry standard best practices to analyze cross functional data and provide insights to business teams
Assist stakeholders with data analysis, design data models & develop DB Views, Calculation Views etc. in SAP HANA to meet business need
Build data pipelines, performing data munging, profiling, analysis etc
Implement snapshot processes, data refresh schedules, exception handling procedures as necessary
Define required data integration requirements between various systems and work with extended team to get them created
Follow all documented architecture, design & deployment processes to ensure compliance with policies
Partner with Global Analytics team to help implement solutions for end user adoption
Develop functional subject matter expertise within various areas of enterprise business processes
In order to be successful in this role we need someone who has:
Bachelor’s degree or equivalent in Computer Science, Computer Engineering, Information Systems or similar. Master’s degree preferred
6+ years of documented experience as a SQL developer in data warehouse technologies
2+ years of SAP HANA experience is a must.
Hands on knowledge of Bigdata systems and Snowflake
Special consideration for an interest or experience in Data Science projects, and for experience in working with large historical snapshot tables
Expertise in database design & development & SQL on SAP HANA or SQL Serve
Experience in ad-hoc data analysis, solution design, reporting & dashboard development
Prior ServiceNow platform experience is a huge plus
Excellent communication skills, ability to work individually and in a broader geographically disperse team
We provide competitive compensation, generous benefits and a professional atmosphere. This is a very collaborative and inclusive work environment where individuals strong on aptitude and attitude will have an opportunity to grow their professional careers through working with some of the most advanced technology and talented developers in the business.",Sr Data Engineer,Hyderabad,3.7,₹100 to ₹500 billion (INR), 1555588,Information Technology,10000+ employees,Company - Public,0,0, 1555588
"Sripathi Paper and Boards
3.0",-1,-1,"Coimbatore, India",Industrial Manufacturing,"Data Analyst 1 to 5 years work experience. Determination in working in a high data volume environment. Fresh graduate will also be considered. Combination of analytical, technical savviness and business acumen.

Good understanding of experimental approaches in Degree or equivalent experience in Computer Science, Data Science, Statistics, Operations Research or any other quantitative discipline preferred. Coimbatore Gather, organize, analyze and input information from proxy reports, news and earnings press releases, corporate descriptions and other relevant stock information Use a variety of data analysis tools to explore our existing data sets to uncover The Data Analyst role is a hands on individual contributor responsible for end-to-end design, development deployment of analytics solutions for assigned projects. We are looking for an energetic Analyst with proven record of developing solutions pertinent to identification, analysis and interpretation of patterns from complex data problems.",Data Analyst,Coimbatore,3.0,₹1 to ₹5 billion (INR),18000 - 20000,Manufacturing,201 to 500 employees,Unknown,0,0,18000 
"Paisool
5.0",-1,2012,"Bengaluru, India",IT Services,"Overview


INBE is a Bangalore-based technology startup that’s building a retail platform — Paisool — for Kirana stores, small retailers and neighbourhood supermarkets. This is our attempt at reimagining the urban grocery retail space. Paisool, with its super simple Point of Sale device, uses distributed learning systems to understand buying behaviour of households and localities. This knowledge is used to help stock the stores with hyper-targeted inventory from our curated marketplace of products and suppliers — thus, offering a superior selection for consumers while optimising inventory & cash flow for stores. Our platform is live in 15 pilot stores, with plans to add another 85 stores by 31st March 2018.

Paisool Data Platform collects, store, analyse and visualize data to better business insights on urban grocery consumption space. Developers use that information to identify problems and generally make our platform and app ecosystem more awesome. To build data-driven features, and foster a data-informed culture. We need your help!

As a Data Engineer at Paisool, you work on the Paisool data platform, that collects the purchase data, Peer networked Paisool platform data pipeline that share and store data, and the tools that enable developers to analyse and visualize the data.

About You


We are seeking an experienced technologist in building trusted data management, data tools and data analytics services. If you are the engineer we are looking for, these next statements will resonate with you. You are someone who can build maintain and mature our data services as a whole, bringing robust, secure and scalable solutions to Paisool. You enjoy solving complex problems, making data more accessible and delivering high-quality service.

What You’ll do :
You will implement and operate data systems to meet the needs of the organization by synthesizing organizational requirements and identifying the best method of presenting the data for business decisions.
Develop, recommend and implement process and procedure changes to systematically improve data integrity.
You will collaborate with cross-functional teams across disciplines such as product, engineering, operations, and marketing to design existing and new features and build data sets for efficient analysis.
You will contribute to Paisool’s data platform and data-driven decision-making by architecting, building, installing, testing, monitoring and maintaining data handling and data management systems.
You will pay attention to industry trends in data science and engineering, evaluating and learning new technologies
You will work with product managers, engineers and data scientists to experiment and build features into Paisool platforms driven by data and algorithms
You will build & deploy machine learning algorithms and statistical models in multidimensional problem spaces.
You will design experiments and interpret the results to draw detailed and actionable conclusions

What you'll need :


A logical mindset is a must, ideally combined with a strong engineering or mathematics background
Deep understanding of experimental design and the scientific method.
2+ years of relevant experience in a software development or programming role.
Demonstrated authority in one, or proficiency in more than one, programming language (Python or R ...)
A strong foundation in database systems (non-relational and SQL); experience working with large datasets is a plus
Good theoretical understanding and previous work experience with relevant algorithms
Ability to deliver on tight timelines and move quickly while maintaining attention to detail
Collaborate closely with cross-functional teams to execute decisions
Self-driven and proactive with the ability to work in a self-guided manner
Excellent communication and organization skills

Bonus Points


Our team requires skills in a variety of domains. You should ideally have experience with some of the areas listed below, and be interested in learning new things. We’re excited to see:
Understanding of distributed systems.
A strong background in statistical foundations of experimental or observational data
Experience with tools and technologies we’re using: Python, Twisted, React Native, CoffeeScript, Polymer, Cordova, WebSockets, WebRTC etc
Experience with product analytics
Experience with machine learning
Working knowledge of web development technologies: HTML, Javascript, CSS
Experience in open-source development and contribution to open-source technology.
If you’re deeply interested in working on Data Engineer post at Paisool and have relevant skills and experience, please consider applying even if your background doesn’t perfectly match our ideal credentials. If you have different experiences and skills from the ones listed above but have something else to contribute, please contact us

hiring@inbe.com",Data Engineer,Bengaluru,5.0,Unknown / Non-Applicable,19000 - 21000,Information Technology,1 to 50 employees,Company - Private,0,0,19000 
"Bosch Group
4.1","Continental, FCA Fiat Chrysler Automobiles",1886,"Farmington Hills, MI",Miscellaneous Manufacturing,"Company Description

Robert Bosch Engineering and Business Solutions Private Limited (RBEI) is a 100% owned subsidiary of Robert Bosch GmbH. We are one of the world’s leading global suppliers of technology and services, offering end-to-end Engineering, IT, and Business Solutions.

With a global footprint and presence in US, Europe, Japan, China, and the Asia Pacific region, we are at the forefront of designing, developing, and executing IoT ecosystems through our all-encompassing capability within the 3 aspects of IoT – Sensors, Software, and Services.

We have always focused on improving the quality of the life of people, providing newer revenue-generating opportunities, and improving operational efficiencies for enterprises through an array of solutions. With our unique ability to offer end-to-end solutions that connect Sensors, Software, and Services, we enable businesses to move from the traditional to digital, or improve businesses by introducing a digital element in their products and processes.

Job Description

· Experience in image processing, time series analysis and predictive analytics

· Creation of geospatial AI algorithms and its automation

· Experience with Python machine learning and deep learning libraries such as Scikit-learn, Pandas, PyTorch/FastAI, or TensorFlow/Keras

· Experience in implementation of algorithms in cloud platforms

· Understanding of machine learning as well as deep learning techniques and algorithms such as k-NN, Naive Bayes, SVM, Random Forests, CNNs, RNNs, LSTMs.

· Ability to design and implement deep learning models for object detection, semantic and instance segmentation, GANs.

· Experience in data visualization in Jupyter Notebooks using matplotlib and other libraries.

· Experience with Hyper parameter-tuning and training models to a high level of accuracy.

· Ability to perform data extraction, transformation, loading from multiple data sources and sinks.

· Develop and train deep learning models for computer vision problems such as object detection, image classification, tree detection, building footprint segmentation, and 3D point cloud segmentation.

· Validate deep learning and geospatial analysis models, tools, and Python APIs

Qualifications

· Masters/Ph.D degree in Computer Science and Data science

· Able to implement and write processing scripts in R or Python.

· Strong knowledge and work experience on different types of models like Static, Statistical, Mechanistic, Deterministic, Stochastic, Descriptive, Explanatory Dynamic Simulation models and apply them for crop modeling to analyze the outcomes.

· Result-oriented mid-career scientist with at least 6-8 years of relevant working experience.

Additional Information

1. Personal Characteristics

· Confident, flexible, solution driven.

· An inquisitive mind that is not afraid to explore new roads and take initiative.

· Good analytical and problem solving skills, with eye for detail.

· Ability to work independently and work well in a multi-disciplinary and international team.

· Well organized, keeping to deadlines, pro-active and responsible.",Satellite Data Analyst,Bengaluru,4.1,₹500+ billion (INR), 973221,Manufacturing,10000+ employees,Company - Private,0,0, 973221
"Magna Infotech (India)
2.8",-1,1997,"Hyderabad, India",Staffing & Outsourcing,"Job Description

About Us :
Since 1997, Magna Infotech has been a leading provider of Technology Staff Augmentation and Solutions in the Indian Subcontinent. The only staffing company with Industry-Focused Verticals, Magna provides its customers with a comprehensive Talent Management solution specific to an industry, geography or business purpose. Our 10,000+ associates are proficient in 500+ skill sets, across multiple industry sectors. They are ably supported by sophisticated internal tools, an industry-leading fulfilment engine and an unparalleled associate engagement and support framework. For associates and employees, we offer an enriching experience that promotes career growth and lifelong learning. With a customer base of 250+ companies, it’s our constant endeavour to be recognized as a “partner-of-choice"".

About Company :
www.magna.in

Roles and Responsibility :
·

Strong business and financial acumen

·

Strong data collation skills, data
interpretation and analysis

·

Experience in bringing out meaningful
insights

·

Monitor/capture various market trends and
financial details of domestic and global markets

·

Strong verbal and written communication
skills, including presentation and executive messaging

·

Draft and present executive level
deliverables and strategic recommendations

·

Extensive experience with data analysis",Data Analyst,Bengaluru,2.8,₹100 to ₹500 billion (INR),265000 - 288000,Business Services,5001 to 10000 employees,Company - Private,0,0,265000 
